symbol,n_days,first,last,qv_median_musd,qv_p25_musd,px_last,range_median_pct,weekend_ratio
CUSDT,365,2025-09-01,2026-08-31,3.24582775,1.502968375,0.0602799989283084,8.498290061950684,0.8536221385002136
1INCHUSDT,365,2025-09-01,2026-08-31,3.21488525,1.93208425,0.0885400027036666,4.864866733551025,0.8752487301826477
YBUSDT,326,2025-10-10,2026-08-31,3.20677025,1.81811775,0.0950800031423568,8.626541137695312,1.1281052827835083
TSTUSDT,365,2025-09-01,2026-08-31,3.206741,1.549996125,0.0161700006574392,8.746354103088379,0.7720808386802673
KAVAUSDT,365,2025-09-01,2026-08-31,3.187328,1.868146,0.0468400008976459,5.338807582855225,0.890213668346405
XVGUSDT,365,2025-09-01,2026-08-31,3.1792625,1.662595625,0.0025579999200999,7.39085578918457,0.9656460881233215
TNSRUSDT,365,2025-09-01,2026-08-31,3.16027825,1.99535275,0.0358499996364116,6.541130065917969,0.941457211971283
FOGOUSDT,234,2026-01-10,2026-08-31,3.151883,1.76872584375,0.0073020001873373,7.492495536804199,1.0994871854782104
KGENUSDT,329,2025-10-07,2026-08-31,3.1465545,1.549706,0.1752000004053115,9.21504020690918,0.7888498306274414
SIGNUSDT,365,2025-09-01,2026-08-31,3.14651525,1.8785535,0.0087590003386139,5.955334186553955,0.9124631881713867
DOGSUSDT,365,2025-09-01,2026-08-31,3.144108,1.643390625,4.325999907450751e-05,7.35930061340332,0.826012909412384
ANTHROPICUSDT,91,2026-06-02,2026-08-31,3.1403465,1.464318,1939.5,2.42568302154541,0.4513891935348511
ICNTUSDT,365,2025-09-01,2026-08-31,3.138151,1.736407375,0.1041999980807304,10.749314308166504,0.9544515609741211
HMSTRUSDT,365,2025-09-01,2026-08-31,3.1022805,1.82842825,0.0001746000052662,6.755198001861572,0.8123272657394409
FIDAUSDT,365,2025-09-01,2026-08-31,3.09904525,1.855799,0.0185000002384185,7.128303527832031,0.9766884446144104
DYMUSDT,365,2025-09-01,2026-08-31,3.09573575,1.671868,0.0151899997144937,7.616708278656006,0.9032810926437378
1MBABYDOGEUSDT,365,2025-09-01,2026-08-31,3.08985225,1.850608625,0.0003535999858286,5.887231826782227,0.8391032814979553
ANIMEUSDT,365,2025-09-01,2026-08-31,3.084811,1.64276975,0.002864999929443,5.745340347290039,0.7893895506858826
XNYUSDT,365,2025-09-01,2026-08-31,3.07612075,1.38939225,0.0068419999442994,12.830708503723145,0.878639817237854
JSTUSDT,365,2025-09-01,2026-08-31,3.07475075,2.14938375,0.0996999964118003,3.8668150901794434,0.804598867893219
HANAUSDT,340,2025-09-26,2026-08-31,3.0741305,1.301403875,0.0201699994504451,9.978352546691896,0.8123416304588318
INITUSDT,365,2025-09-01,2026-08-31,3.0699875,1.69348525,0.0588200017809867,7.313774585723877,0.8466870188713074
REZUSDT,365,2025-09-01,2026-08-31,3.059692,1.572504875,0.0028959999326616,7.551994800567627,0.8974338173866272
XANUSDT,337,2025-09-29,2026-08-31,3.045412,1.8267,0.0131989996880292,10.448410034179688,0.8005844950675964
PROMUSDT,365,2025-09-01,2026-08-31,3.02602475,1.78430725,5.408999919891357,6.601937770843506,0.858382523059845
AUCTIONUSDT,365,2025-09-01,2026-08-31,3.0209985,1.413145625,3.3940000534057617,4.436899185180664,1.0390576124191284
PIXELUSDT,365,2025-09-01,2026-08-31,3.017953,1.65682075,0.0048949997872114,7.460314750671387,0.9474282264709473
XPINUSDT,354,2025-09-12,2026-08-31,3.0078585,1.6330534375,0.0010829999810084,9.920363426208496,0.706304669380188
AUSDT,365,2025-09-01,2026-08-31,3.00691925,2.027579625,0.0747200027108192,5.683793544769287,0.8338170647621155
