symbol,n_days,first,last,qv_median_musd,qv_p25_musd,px_last,range_median_pct
RAYSOLUSDT,365,2025-09-01,2026-08-31,3.524589,1.7967275,0.7972999811172485,6.425121307373047
AMATUSDT,85,2026-06-08,2026-08-31,3.51035875,1.231085,458.3900146484375,5.388145446777344
MASKUSDT,365,2025-09-01,2026-08-31,3.5093655,2.022247625,0.41909998655319214,5.481578350067139
EULUSDT,323,2025-10-13,2026-08-31,3.4991125,1.6548365,1.315500020980835,8.661710739135742
IDUSDT,365,2025-09-01,2026-08-31,3.46092125,2.1009355,0.032340001314878464,6.2152099609375
VELVETUSDT,365,2025-09-01,2026-08-31,3.4192055,1.301293125,0.0949999988079071,10.975988388061523
ZKPUSDT,254,2025-12-21,2026-08-31,3.417909,1.929146,0.04546999931335449,6.981208801269531
1000RATSUSDT,365,2025-09-01,2026-08-31,3.3886565,1.6247885,0.040139999240636826,9.347434043884277
IRYSUSDT,279,2025-11-26,2026-08-31,3.3818525,1.5744048125,0.014109999872744083,10.349651336669922
INUSDT,365,2025-09-01,2026-08-31,3.381745,1.635812375,0.0333699993789196,8.032709121704102
AIOTUSDT,365,2025-09-01,2026-08-31,3.346748,1.674886375,0.03852999955415726,11.811593055725098
KERNELUSDT,365,2025-09-01,2026-08-31,3.33364725,1.79435575,0.03821000084280968,7.4676947593688965
OPENAIUSDT,98,2026-05-26,2026-08-31,3.3257535,1.599612125,1213.22998046875,3.1784534454345703
RSRUSDT,365,2025-09-01,2026-08-31,3.303943,1.9908665,0.0013379999436438084,6.758151054382324
SWARMSUSDT,365,2025-09-01,2026-08-31,3.290715,1.88878575,0.007846999913454056,10.081302642822266
BATUSDT,365,2025-09-01,2026-08-31,3.26942625,1.86892675,0.06808999925851822,6.065088272094727
MIRAUSDT,340,2025-09-26,2026-08-31,3.267834,2.0624244375,0.04537000134587288,7.291921138763428
CUSDT,365,2025-09-01,2026-08-31,3.24582775,1.502968375,0.06027999892830849,8.498290061950684
ASTSUSDT,92,2026-06-01,2026-08-31,3.2207225,1.5779864375,59.25,7.536818981170654
1INCHUSDT,365,2025-09-01,2026-08-31,3.21488525,1.93208425,0.08854000270366669,4.864866733551025
YBUSDT,326,2025-10-10,2026-08-31,3.20677025,1.81811775,0.09508000314235687,8.626541137695312
TSTUSDT,365,2025-09-01,2026-08-31,3.206741,1.549996125,0.016170000657439232,8.746354103088379
KAVAUSDT,365,2025-09-01,2026-08-31,3.187328,1.868146,0.04684000089764595,5.338807582855225
XVGUSDT,365,2025-09-01,2026-08-31,3.1792625,1.662595625,0.0025579999200999737,7.39085578918457
TNSRUSDT,365,2025-09-01,2026-08-31,3.16027825,1.99535275,0.03584999963641167,6.541130065917969
FOGOUSDT,234,2026-01-10,2026-08-31,3.151883,1.76872584375,0.0073020001873373985,7.492495536804199
KGENUSDT,329,2025-10-07,2026-08-31,3.1465545,1.549706,0.17520000040531158,9.21504020690918
SIGNUSDT,365,2025-09-01,2026-08-31,3.14651525,1.8785535,0.008759000338613987,5.955334186553955
DOGSUSDT,365,2025-09-01,2026-08-31,3.144108,1.643390625,4.3259999074507505e-05,7.35930061340332
ANTHROPICUSDT,91,2026-06-02,2026-08-31,3.1403465,1.464318,1939.5,2.42568302154541
ICNTUSDT,365,2025-09-01,2026-08-31,3.138151,1.736407375,0.10419999808073044,10.749314308166504
HMSTRUSDT,365,2025-09-01,2026-08-31,3.1022805,1.82842825,0.00017460000526625663,6.755198001861572
FIDAUSDT,365,2025-09-01,2026-08-31,3.09904525,1.855799,0.01850000023841858,7.128303527832031
DYMUSDT,365,2025-09-01,2026-08-31,3.09573575,1.671868,0.015189999714493752,7.616708278656006
1MBABYDOGEUSDT,365,2025-09-01,2026-08-31,3.08985225,1.850608625,0.0003535999858286232,5.887231826782227
ANIMEUSDT,365,2025-09-01,2026-08-31,3.084811,1.64276975,0.0028649999294430017,5.745340347290039
XNYUSDT,365,2025-09-01,2026-08-31,3.07612075,1.38939225,0.0068419999442994595,12.830708503723145
JSTUSDT,365,2025-09-01,2026-08-31,3.07475075,2.14938375,0.09969999641180038,3.8668150901794434
HANAUSDT,340,2025-09-26,2026-08-31,3.0741305,1.301403875,0.020169999450445175,9.978352546691895
INITUSDT,365,2025-09-01,2026-08-31,3.0699875,1.69348525,0.058820001780986786,7.313774585723877
REZUSDT,365,2025-09-01,2026-08-31,3.059692,1.572504875,0.0028959999326616526,7.551994800567627
XANUSDT,337,2025-09-29,2026-08-31,3.045412,1.8267,0.01319899968802929,10.448410034179688
PROMUSDT,365,2025-09-01,2026-08-31,3.02602475,1.78430725,5.408999919891357,6.601937770843506
AUCTIONUSDT,365,2025-09-01,2026-08-31,3.0209985,1.413145625,3.3940000534057617,4.436899185180664
USARUSDT,118,2026-05-06,2026-08-31,3.0197085,0.74320378125,17.84000015258789,7.605043888092041
PIXELUSDT,365,2025-09-01,2026-08-31,3.017953,1.65682075,0.004894999787211418,7.460314750671387
XPINUSDT,354,2025-09-12,2026-08-31,3.0078585,1.6330534375,0.00108299998100847,9.920363426208496
AUSDT,365,2025-09-01,2026-08-31,3.00691925,2.027579625,0.07472000271081924,5.683793544769287
BRETTUSDT,365,2025-09-01,2026-08-31,2.9808455,1.70761325,0.005078999791294336,8.317854881286621
NXPCUSDT,365,2025-09-01,2026-08-31,2.957735,1.290958375,0.20550000667572021,5.593924522399902
OGUSDT,365,2025-09-01,2026-08-31,2.95329225,1.232647375,2.859999895095825,5.4266462326049805
BROCCOLI714USDT,365,2025-09-01,2026-08-31,2.94080075,1.750122,0.01706000044941902,8.454376220703125
KSMUSDT,365,2025-09-01,2026-08-31,2.93284625,1.611103125,3.563999891281128,5.440682411193848
DEEPUSDT,365,2025-09-01,2026-08-31,2.91226925,1.52717975,0.01408000010997057,7.938236236572266
TAUSDT,365,2025-09-01,2026-08-31,2.90809,1.398755375,0.0608999989926815,9.921723365783691
XAIUSDT,365,2025-09-01,2026-08-31,2.88417025,1.69966,0.007612000219523907,6.403112411499023
MANTAUSDT,365,2025-09-01,2026-08-31,2.88376175,1.6768065,0.05801999941468239,6.503072261810303
REDUSDT,365,2025-09-01,2026-08-31,2.883737,1.528693875,0.10419999808073044,6.764584541320801
PHAUSDT,365,2025-09-01,2026-08-31,2.864675,1.5491335,0.024890000000596046,7.747562408447266
YFIUSDT,365,2025-09-01,2026-08-31,2.86083625,1.875715875,2233.0,4.389312744140625
INXUSDT,214,2026-01-30,2026-08-31,2.8527555,1.74559571875,0.006657999940216541,9.218772888183594
DRIFTUSDT,365,2025-09-01,2026-08-31,2.84939425,1.690065375,0.012210000306367874,8.816707611083984
PROVEUSDT,365,2025-09-01,2026-08-31,2.83485525,1.583235875,0.17870000004768372,6.073645114898682
USUALUSDT,365,2025-09-01,2026-08-31,2.8235195,1.51075125,0.011235999874770641,7.103310585021973
ALCHUSDT,365,2025-09-01,2026-08-31,2.8232775,1.15362825,0.03029000014066696,7.580171585083008
THEUSDT,365,2025-09-01,2026-08-31,2.81795525,1.711960875,0.07027000188827515,6.943231582641602
ERAUSDT,365,2025-09-01,2026-08-31,2.81237325,1.31962525,0.060189999639987946,6.384449481964111
DOLOUSDT,365,2025-09-01,2026-08-31,2.791033,1.05173125,0.02645000070333481,7.702759742736816
BULLAUSDT,365,2025-09-01,2026-08-31,2.788501,1.40505725,0.0165219996124506,11.662818908691406
PORTALUSDT,365,2025-09-01,2026-08-31,2.7382775,1.58217675,0.014299999922513962,7.966458797454834
BDXNUSDT,212,2025-09-01,2026-03-31,2.7342275,1.030585734375,0.00646999990567565,11.100666046142578
MELANIAUSDT,365,2025-09-01,2026-08-31,2.71800875,1.306004,0.10645999759435654,6.191487789154053
AKEUSDT,340,2025-09-26,2026-08-31,2.71157125,1.11184034375,0.008111000061035156,12.829080581665039
SXTUSDT,365,2025-09-01,2026-08-31,2.6924555,1.8496385,0.008727000094950199,7.033527851104736
ACEUSDT,365,2025-09-01,2026-08-31,2.68275925,1.517837125,0.16734999418258667,7.395230770111084
TREEUSDT,365,2025-09-01,2026-08-31,2.679919,1.681312,0.04035000130534172,6.852468013763428
CYBERUSDT,365,2025-09-01,2026-08-31,2.66853275,1.470343,0.3091000020503998,5.9514665603637695
AGTUSDT,365,2025-09-01,2026-08-31,2.66371675,1.519181375,0.0163199994713068,12.775264739990234
ARIAUSDT,363,2025-09-03,2026-08-31,2.66293275,1.3766790625,0.03320999816060066,11.164319038391113
IRENUSDT,90,2026-06-03,2026-08-31,2.655877,1.03794171875,37.209999084472656,7.6542181968688965
SSVUSDT,365,2025-09-01,2026-08-31,2.6467975,1.517203625,2.700000047683716,6.811774730682373
KMNOUSDT,365,2025-09-01,2026-08-31,2.64123125,1.548455,0.024299999698996544,7.025139808654785
BANUSDT,365,2025-09-01,2026-08-31,2.6376855,1.543403875,0.06998000293970108,7.942137718200684
KAIAUSDT,365,2025-09-01,2026-08-31,2.634291,1.657464875,0.02930999919772148,4.759331703186035
GRIFFAINUSDT,365,2025-09-01,2026-08-31,2.6105675,1.333601125,0.011509000323712826,9.421088218688965
SKLUSDT,365,2025-09-01,2026-08-31,2.60994125,1.540590375,0.0036689999978989363,6.087203025817871
BTRUSDT,365,2025-09-01,2026-08-31,2.605223,1.156406125,0.0953499972820282,10.842583656311035
GOATUSDT,365,2025-09-01,2026-08-31,2.59464475,1.339768625,0.015410000458359718,7.178048133850098
STBLUSDT,349,2025-09-17,2026-08-31,2.58487725,1.404550125,0.02522999979555607,9.806248664855957
ZKCUSDT,351,2025-09-15,2026-08-31,2.58431875,1.3764055,0.05226000025868416,6.976750373840332
TOWNSUSDT,365,2025-09-01,2026-08-31,2.57162475,1.599445625,0.0025259999092668295,7.892297744750977
VANAUSDT,365,2025-09-01,2026-08-31,2.553192,1.476340125,0.9009000062942505,5.928860187530518
BANANAUSDT,365,2025-09-01,2026-08-31,2.5529005,1.498096625,3.861999988555908,6.4834184646606445
QNTXUSDT,95,2026-05-29,2026-08-31,2.548316,1.0716079375,50.290000915527344,8.206621170043945
SOPHUSDT,365,2025-09-01,2026-08-31,2.513177,1.410782125,0.004029999952763319,5.833530902862549
TUTUSDT,365,2025-09-01,2026-08-31,2.4965305,1.41112875,0.030169999226927757,8.228829383850098
STARUSDT,110,2026-05-14,2026-08-31,2.4937855,1.68843896875,0.1165200024843216,16.083707809448242
SOLVUSDT,365,2025-09-01,2026-08-31,2.49229925,1.4002375,0.0029200001154094934,6.838016986846924
BREVUSDT,245,2025-12-30,2026-08-31,2.4922755,1.337676,0.07433000206947327,6.717364311218262
FLNCUSDT,106,2026-05-18,2026-08-31,2.4853025,0.927876796875,10.899999618530273,8.556245803833008
VANRYUSDT,365,2025-09-01,2026-08-31,2.48257875,1.399536375,0.0032279998995363712,6.529211044311523
WETUSDT,265,2025-12-10,2026-08-31,2.4796145,1.479849875,0.06004999950528145,7.91032600402832
STXXUSDT,82,2026-06-11,2026-08-31,2.4781855,1.14382578125,828.75,7.080923080444336
FIGHTUSDT,221,2026-01-23,2026-08-31,2.47046625,1.408432375,0.003323999932035804,11.451013565063477
COOKIEUSDT,365,2025-09-01,2026-08-31,2.468619,1.516329125,0.011966000311076641,7.827076435089111
SQDUSDT,365,2025-09-01,2026-08-31,2.4565515,1.260451125,0.03369000181555748,8.719168663024902
MITOUSDT,365,2025-09-01,2026-08-31,2.44746425,1.178384875,0.02175999991595745,8.905043601989746
STORJUSDT,365,2025-09-01,2026-08-31,2.446806,1.575874375,0.03923000022768974,5.5617995262146
C98USDT,365,2025-09-01,2026-08-31,2.427021,1.4449665,0.0147299999371171,7.083328723907471
AIOUSDT,365,2025-09-01,2026-08-31,2.42019775,1.341790125,0.04473000019788742,10.383049011230469
AGLDUSDT,365,2025-09-01,2026-08-31,2.41613175,1.40748425,0.16419999301433563,6.403323173522949
AZTECUSDT,202,2026-02-11,2026-08-31,2.40375775,1.005314328125,0.01334999967366457,8.154088020324707
FUSDT,365,2025-09-01,2026-08-31,2.37938675,1.113526,0.0032259998843073845,6.363248825073242
ONUSDT,312,2025-10-24,2026-08-31,2.36100975,1.050125375,0.23440000414848328,10.745203018188477
QTUMUSDT,365,2025-09-01,2026-08-31,2.3450645,1.387563375,0.8220999836921692,4.961413383483887
HEIUSDT,365,2025-09-01,2026-08-31,2.3292615,0.924903125,0.13767999410629272,7.539133548736572
ZESTUSDT,89,2026-06-04,2026-08-31,2.328213,1.567671625,0.13765999674797058,9.308204650878906
ZRXUSDT,365,2025-09-01,2026-08-31,2.32033125,1.23988575,0.09510000050067902,5.253617763519287
AKTUSDT,365,2025-09-01,2026-08-31,2.319156,1.4849,0.5094000101089478,7.576748847961426
TWTUSDT,365,2025-09-01,2026-08-31,2.31110225,1.42578625,0.5177000164985657,4.99130392074585
SPORTFUNUSDT,228,2026-01-16,2026-08-31,2.3046275,0.93464290625,0.022220000624656677,11.101418495178223
PHAROSUSDT,110,2026-05-14,2026-08-31,2.304257,0.98314209375,0.41280001401901245,7.878729820251465
BIRBUSDT,215,2026-01-29,2026-08-31,2.27682925,1.3883848125,0.06055000051856041,7.837820053100586
AVAAIUSDT,365,2025-09-01,2026-08-31,2.27273425,1.137196125,0.008495000191032887,9.215326309204102
TAGUSDT,365,2025-09-01,2026-08-31,2.26079525,1.24275975,0.00076299998909235,10.364757537841797
AEVOUSDT,365,2025-09-01,2026-08-31,2.2439305,1.405754875,0.021479999646544456,6.821308135986328
SYNUSDT,365,2025-09-01,2026-08-31,2.23551925,1.210202875,0.09510000050067902,8.058608055114746
COTIUSDT,365,2025-09-01,2026-08-31,2.23050425,1.288511625,0.013145999982953072,6.676276683807373
BIGTIMEUSDT,365,2025-09-01,2026-08-31,2.22355525,1.436719375,0.006616000086069107,5.992350101470947
GLMUSDT,365,2025-09-01,2026-08-31,2.1984585,1.2286855,0.10653000324964523,5.287847995758057
NEWTUSDT,365,2025-09-01,2026-08-31,2.18870475,1.2306185,0.04129000008106232,6.41025972366333
HFTUSDT,365,2025-09-01,2026-08-31,2.1814815,1.482297875,0.023800000548362732,7.219914436340332
CRDOUSDT,85,2026-06-08,2026-08-31,2.153475,0.683613125,227.8800048828125,8.6415433883667
SHAZUSDT,42,2026-07-21,2026-08-31,2.15247,0.841943109375,54.310001373291016,10.870062828063965
SKRUSDT,222,2026-01-22,2026-08-31,2.150979,1.33860478125,0.028046999126672745,7.470090866088867
RVNUSDT,365,2025-09-01,2026-08-31,2.14842375,1.31670325,0.0029559999238699675,4.947917938232422
ONEUSDT,365,2025-09-01,2026-08-31,2.142095,1.329301375,0.0007595000206492841,6.510849475860596
RAREUSDT,365,2025-09-01,2026-08-31,2.111209,1.233659875,0.012319999746978283,5.707580089569092
ASMLUSDT,82,2026-06-11,2026-08-31,2.0988185,1.002011796875,1695.3199462890625,3.8427000045776367
B2USDT,365,2025-09-01,2026-08-31,2.08349925,1.13466425,0.44760000705718994,7.990674018859863
BBXUSDT,92,2026-06-01,2026-08-31,2.08053125,1.1641573125,8.14900016784668,5.780444145202637
WOOUSDT,365,2025-09-01,2026-08-31,2.077673,1.232399375,0.011119999922811985,6.5541253089904785
CHILLGUYUSDT,365,2025-09-01,2026-08-31,2.073811,1.089809375,0.011549999937415123,9.658117294311523
TLMUSDT,365,2025-09-01,2026-08-31,2.072789125,1.316954375,0.0014009999576956034,7.463675498962402
METISUSDT,365,2025-09-01,2026-08-31,1.98155575,1.14084775,2.6600000858306885,6.66666841506958
SUNUSDT,365,2025-09-01,2026-08-31,1.979145,1.324725375,0.01647699996829033,2.380950689315796
USTCUSDT,365,2025-09-01,2026-08-31,1.978141625,0.9768995625,0.0052109998650848866,6.0689287185668945
GTCUSDT,365,2025-09-01,2026-08-31,1.971493,1.064624625,0.08128000050783157,6.918306827545166
TOSHIUSDT,349,2025-09-17,2026-08-31,1.959352875,1.0390273125,0.00012180000339867547,7.0281453132629395
MEWUSDT,365,2025-09-01,2026-08-31,1.937071625,1.0573485,0.0004123999970033765,6.506284236907959
LRCUSDT,365,2025-09-01,2026-08-31,1.924104375,0.0,0.02369000017642975,3.491034746170044
COWUSDT,365,2025-09-01,2026-08-31,1.913964375,1.104037125,0.12229999899864197,5.951846122741699
UMAUSDT,365,2025-09-01,2026-08-31,1.912214,1.142852875,0.36500000953674316,5.337948322296143
ANKRUSDT,365,2025-09-01,2026-08-31,1.905197125,1.305454125,0.0039079999551177025,5.010380268096924
CHRUSDT,365,2025-09-01,2026-08-31,1.897877875,1.291615125,0.015010000206530094,7.070701599121094
FLOCKUSDT,357,2025-09-09,2026-08-31,1.89398675,1.055389875,0.04050999879837036,7.9545416831970215
SHELLUSDT,365,2025-09-01,2026-08-31,1.878772625,1.16492075,0.02273000031709671,7.353862285614014
ALABUSDT,71,2026-06-22,2026-08-31,1.877292875,0.47357878125,296.3699951171875,7.461430072784424
CVXUSDT,365,2025-09-01,2026-08-31,1.873139375,1.17976675,2.2330000400543213,6.84583044052124
BELUSDT,365,2025-09-01,2026-08-31,1.872155875,1.176256875,0.1165900006890297,6.400838375091553
TRUSTUSDT,300,2025-11-05,2026-08-31,1.84539625,1.044116,0.05493000149726868,6.632007598876953
AWEUSDT,365,2025-09-01,2026-08-31,1.845075875,1.0614715,0.06296999752521515,6.030489921569824
LISTAUSDT,365,2025-09-01,2026-08-31,1.838834,1.170723875,0.06852000206708908,7.191396713256836
POLYXUSDT,365,2025-09-01,2026-08-31,1.831029875,1.0429723125,0.03348999843001366,5.4870829582214355
DOODUSDT,365,2025-09-01,2026-08-31,1.814536625,1.133794875,0.0013269999762997031,7.808222770690918
MOVRUSDT,365,2025-09-01,2026-08-31,1.80042375,1.120760875,0.807200014591217,7.010792255401611
RECALLUSDT,321,2025-10-15,2026-08-31,1.792760875,1.0807885,0.04732000082731247,8.792181015014648
LUMIAUSDT,365,2025-09-01,2026-08-31,1.7903515,1.133133125,0.08817999809980392,7.614212512969971
GASUSDT,365,2025-09-01,2026-08-31,1.781158375,1.130716875,1.215000033378601,4.631440162658691
OGNUSDT,365,2025-09-01,2026-08-31,1.75746825,1.102169625,0.018389999866485596,5.405402660369873
ELSAUSDT,222,2026-01-22,2026-08-31,1.755825,1.006385640625,0.04667000100016594,7.045373439788818
CATIUSDT,365,2025-09-01,2026-08-31,1.7548675,1.094482625,0.054979998618364334,5.8403706550598145
HOTUSDT,365,2025-09-01,2026-08-31,1.749691875,1.04927475,0.0003775999939534813,5.53069543838501
HYUNDAIUSDT,91,2026-06-02,2026-08-31,1.7425215,0.9280426875,296.1499938964844,4.886566638946533
LQTYUSDT,365,2025-09-01,2026-08-31,1.7375465,0.995992625,0.2159000039100647,6.049622058868408
BEAMXUSDT,365,2025-09-01,2026-08-31,1.733307,1.0373715625,0.0015160000184550881,6.088503837585449
SANTOSUSDT,365,2025-09-01,2026-08-31,1.725305875,0.9681026875,0.5271999835968018,6.017369747161865
1000000MOGUSDT,365,2025-09-01,2026-08-31,1.715297,0.8763154375,0.10700000077486038,7.38374662399292
TACUSDT,365,2025-09-01,2026-08-31,1.70520525,0.86303175,0.0023219999857246876,9.032257080078125
IDOLUSDT,365,2025-09-01,2026-08-31,1.685647125,0.825643875,0.014840000309050083,7.973030090332031
SCRUSDT,365,2025-09-01,2026-08-31,1.685403625,0.9265326875,0.02457999996840954,6.836846351623535
ARPAUSDT,365,2025-09-01,2026-08-31,1.680805625,1.16005525,0.009562999941408634,5.193578720092773
BICOUSDT,365,2025-09-01,2026-08-31,1.664730375,1.084999875,0.023469999432563782,7.357357501983643
BSVUSDT,365,2025-09-01,2026-08-31,1.655039625,1.099347625,15.729999542236328,4.654890060424805
ACUUSDT,223,2026-01-21,2026-08-31,1.640031625,0.81814228125,0.11939000338315964,9.224774360656738
PROMPTUSDT,365,2025-09-01,2026-08-31,1.63920175,0.8632628125,0.024660000577569008,7.942403793334961
CTSIUSDT,365,2025-09-01,2026-08-31,1.6389435,0.9354845,0.024739999324083328,6.561079025268555
AINUSDT,365,2025-09-01,2026-08-31,1.638639125,1.0043723125,0.0688600018620491,9.445871353149414
BANDUSDT,365,2025-09-01,2026-08-31,1.625054,1.057308625,0.17990000545978546,5.744232177734375
RONINUSDT,365,2025-09-01,2026-08-31,1.612865625,1.0157428125,0.05209000036120415,6.141367435455322
1000CATUSDT,365,2025-09-01,2026-08-31,1.610877375,0.9958009375,0.0018110000528395176,6.9764723777771
HK0700USDT,41,2026-07-22,2026-08-31,1.6061625,0.44160890625,446.3399963378906,2.6526856422424316
GMXUSDT,365,2025-09-01,2026-08-31,1.572700625,1.10249325,7.570000171661377,5.615649223327637
SPELLUSDT,365,2025-09-01,2026-08-31,1.5693365,1.063113375,8.22000001790002e-05,4.955945014953613
LSKUSDT,365,2025-09-01,2026-08-31,1.55821475,0.872959375,0.10109999775886536,5.405405044555664
ORDERUSDT,340,2025-09-26,2026-08-31,1.55690725,0.777076296875,0.03378999978303909,7.303623676300049
TRUUSDT,365,2025-09-01,2026-08-31,1.556496875,0.0,0.005251999944448471,4.990212440490723
KNCUSDT,365,2025-09-01,2026-08-31,1.555873625,0.971345,0.11410000175237656,4.392762184143066
STRCUSDT,61,2026-07-02,2026-08-31,1.5333715,0.535321625,97.05000305175781,1.6173349618911743
GUSDT,365,2025-09-01,2026-08-31,1.51978875,0.9653330625,0.0036979999858886003,5.396637916564941
ILVUSDT,365,2025-09-01,2026-08-31,1.51545325,0.95293825,3.013000011444092,6.172550201416016
HAEDALUSDT,365,2025-09-01,2026-08-31,1.513323625,0.942075625,0.018149999901652336,6.9733662605285645
SMCIUSDT,71,2026-06-22,2026-08-31,1.50943875,0.64729671875,37.310001373291016,5.773746967315674
RIFUSDT,365,2025-09-01,2026-08-31,1.504603375,0.7974251875,0.07246000319719315,6.963348388671875
PHBUSDT,365,2025-09-01,2026-08-31,1.5022195,0.0,0.055399999022483826,5.694674491882324
DENTUSDT,365,2025-09-01,2026-08-31,1.488593875,0.0,0.00011860000086016953,4.615386009216309
TUSDT,365,2025-09-01,2026-08-31,1.488537375,0.993691125,0.0035959999077022076,4.713376045227051
ICXUSDT,365,2025-09-01,2026-08-31,1.482252625,0.9425871875,0.01522000040858984,4.99075984954834
ASTRUSDT,365,2025-09-01,2026-08-31,1.481586,0.9402315625,0.005532999988645315,5.359728813171387
NFPUSDT,365,2025-09-01,2026-08-31,1.47845125,0.73101275,0.007567999884486198,6.701704025268555
CLANKERUSDT,293,2025-11-12,2026-08-31,1.4727545,0.805165125,12.869999885559082,7.496824741363525
IOSTUSDT,365,2025-09-01,2026-08-31,1.467652125,0.965134,0.0005798999918624759,4.69043493270874
BRUSDT,365,2025-09-01,2026-08-31,1.462532125,0.7386065,0.21111999452114105,9.35692024230957
ASRUSDT,365,2025-09-01,2026-08-31,1.456514125,0.77231525,0.8679999709129333,4.935369491577148
MAVUSDT,365,2025-09-01,2026-08-31,1.44904225,0.9357705,0.010657000355422497,6.702897548675537
1000CHEEMSUSDT,365,2025-09-01,2026-08-31,1.442865625,0.92267825,0.0005031999899074435,6.527637004852295
FUNUSDT,365,2025-09-01,2026-08-31,1.418272375,0.0,0.000514000013936311,4.826547622680664
IOTXUSDT,365,2025-09-01,2026-08-31,1.392010625,0.8742811875,0.0028729999903589487,5.8988752365112305
ZETAUSDT,365,2025-09-01,2026-08-31,1.38157675,0.9210881875,0.03342000022530556,5.666401386260986
CKBUSDT,365,2025-09-01,2026-08-31,1.3760555,0.929819125,0.0010311000514775515,5.442178726196289
TURTLEUSDT,314,2025-10-22,2026-08-31,1.3679705,0.800448671875,0.04228999838232994,6.53829288482666
DODOXUSDT,365,2025-09-01,2026-08-31,1.362397,0.838309125,0.018946999683976173,6.981020450592041
CGPTUSDT,365,2025-09-01,2026-08-31,1.35810925,0.808959125,0.019419999793171883,6.751168727874756
1000XECUSDT,365,2025-09-01,2026-08-31,1.353938125,0.8855633125,0.006878000218421221,4.772240161895752
DUSDT,365,2025-09-01,2026-08-31,1.3401935,0.627774375,0.005191999953240156,6.460485458374023
BOTUSDT,54,2026-07-09,2026-08-31,1.340109,0.488499421875,26.299999237060547,8.359622955322266
RLCUSDT,365,2025-09-01,2026-08-31,1.3379265,0.890386625,0.3043000102043152,5.757715225219727
CROSSUSDT,365,2025-09-01,2026-08-31,1.336477,0.7860066875,0.10673999786376953,7.3333868980407715
ALPINEUSDT,365,2025-09-01,2026-08-31,1.33334325,0.745146875,0.35179999470710754,5.133658409118652
CTRUSDT,96,2026-05-28,2026-08-31,1.325392,0.68269265625,0.00953300017863512,8.82763671875
CETUSUSDT,365,2025-09-01,2026-08-31,1.323894875,0.7692724375,0.02304000034928322,6.52286434173584
HIGHUSDT,365,2025-09-01,2026-08-31,1.320450625,0.6638668125,0.04780000075697899,5.591127872467041
KSTRUSDT,61,2026-07-02,2026-08-31,1.3191635,0.5228938125,24.299999237060547,4.319214820861816
NOWUSDT,90,2026-06-03,2026-08-31,1.31154875,0.4818534921875,147.4199981689453,5.085925102233887
LLYUSDT,92,2026-06-01,2026-08-31,1.29608075,0.57257321875,1162.2099609375,2.9321274757385254
ONGUSDT,365,2025-09-01,2026-08-31,1.276377125,0.7991713125,0.08727999776601791,5.203832626342773
VINEUSDT,365,2025-09-01,2026-08-31,1.252433,0.0,0.01575000025331974,5.501819133758545
MBOXUSDT,365,2025-09-01,2026-08-31,1.239423375,0.5233588125,0.005100000184029341,5.840989112854004
FLUIDUSDT,342,2025-09-24,2026-08-31,1.23608275,0.757565921875,1.309000015258789,7.042075157165527
RPLUSDT,365,2025-09-01,2026-08-31,1.23338775,0.753578625,1.5920000076293945,6.327463150024414
MOCAUSDT,365,2025-09-01,2026-08-31,1.214342,0.6642510625,0.00875999964773655,6.163016319274902
NFLXUSDT,84,2026-06-09,2026-08-31,1.20960325,0.460026328125,81.0999984741211,2.6292343139648438
SAFEUSDT,365,2025-09-01,2026-08-31,1.19877075,0.73354775,0.09092000126838684,6.908266067504883
KOMAUSDT,365,2025-09-01,2026-08-31,1.175948375,0.6809863125,0.013054000213742256,7.7652082443237305
SCRTUSDT,365,2025-09-01,2026-08-31,1.1627905,0.7961958125,0.012620000168681145,7.350636959075928
AIUSDT,365,2025-09-01,2026-08-31,1.15723975,0.0,0.017160000279545784,5.757659912109375
DATAIPUSDT,60,2026-07-03,2026-08-31,1.1526585,0.899199890625,0.1818999946117401,5.430767059326172
HIVEUSDT,365,2025-09-01,2026-08-31,1.1443605,0.7388761875,0.04332999885082245,4.5335211753845215
UVXYUSDT,82,2026-06-11,2026-08-31,1.14062775,0.4735294296875,18.030000686645508,4.405278205871582
MAVIAUSDT,365,2025-09-01,2026-08-31,1.126262875,0.715792625,0.028219999745488167,7.38751745223999
ARKUSDT,365,2025-09-01,2026-08-31,1.124889125,0.7104955625,0.11020000278949738,4.603114128112793
STEEMUSDT,365,2025-09-01,2026-08-31,1.122725875,0.775526,0.04309000074863434,4.344095230102539
DIAUSDT,365,2025-09-01,2026-08-31,1.115197125,0.701210625,0.13910000026226044,6.048463821411133
BMTUSDT,365,2025-09-01,2026-08-31,1.10113725,0.757250125,0.020029999315738678,6.3241095542907715
HIMSUSDT,84,2026-06-09,2026-08-31,1.09442,0.5119577109375,29.739999771118164,6.521475315093994
LRCXUSDT,71,2026-06-22,2026-08-31,1.092613625,0.290402875,301.9800109863281,5.6883463859558105
POWRUSDT,365,2025-09-01,2026-08-31,1.082733,0.756992875,0.04548000171780586,4.846550941467285
FLUXUSDT,365,2025-09-01,2026-08-31,1.082639375,0.722085,0.048990000039339066,6.464250564575195
ALLUSDT,365,2025-09-01,2026-08-31,1.079450875,0.651520625,0.5460000038146973,4.035120964050293
SFPUSDT,365,2025-09-01,2026-08-31,1.07699225,0.7293895625,0.2590000033378601,5.018625259399414
