symbol,n_days,first,last,qv_median_musd,qv_p25_musd,px_last,range_median_pct
AERGOUSDT,303,2025-09-01,2026-06-30,1.07576225,0.62988303125,0.022619999945163727,4.7788214683532715
CELRUSDT,365,2025-09-01,2026-08-31,1.073676625,0.74666625,0.0023189999628812075,6.224822044372559
XVSUSDT,365,2025-09-01,2026-08-31,1.072799375,0.7335796875,3.1019999980926514,4.940043926239014
CARVUSDT,365,2025-09-01,2026-08-31,1.053665125,0.672966375,0.03520999848842621,6.597639083862305
ACXUSDT,365,2025-09-01,2026-08-31,1.0382145625,0.659503625,0.040860000997781754,5.300886631011963
FRAXUSDT,229,2026-01-15,2026-08-31,1.0294949375,0.6606485,0.2930999994277954,5.937836170196533
VICUSDT,365,2025-09-01,2026-08-31,1.0257605,0.6755208125,0.029170000925660133,6.1686110496521
SONICUSDT,365,2025-09-01,2026-08-31,1.0247065,0.6572740625,0.021789999678730965,6.031571865081787
VELODROMEUSDT,365,2025-09-01,2026-08-31,1.0220139375,0.7034544375,0.02159000001847744,6.7368388175964355
BROCCOLIF3BUSDT,365,2025-09-01,2026-08-31,1.0207190625,0.6153874375,0.006568999961018562,8.971171379089355
ATAUSDT,365,2025-09-01,2026-08-31,0.9955245,0.0,0.004279999993741512,4.878048419952393
DAMUSDT,365,2025-09-01,2026-08-31,0.990222,0.0,0.02725999988615513,7.851237773895264
WAXPUSDT,365,2025-09-01,2026-08-31,0.9884054375,0.715223625,0.00431999983265996,4.612395286560059
HIPPOUSDT,365,2025-09-01,2026-08-31,0.9877961875,0.0,0.0001964999974006787,5.813948631286621
VTHOUSDT,365,2025-09-01,2026-08-31,0.985164625,0.6497564375,0.0004014000005554408,4.5408034324646
PUNDIXUSDT,365,2025-09-01,2026-08-31,0.979433125,0.5876911875,0.0902400016784668,4.716984272003174
CRWDUSDT,85,2026-06-08,2026-08-31,0.9780334375,0.596339,229.72999572753906,4.452423572540283
JOEUSDT,365,2025-09-01,2026-08-31,0.95950575,0.63186075,0.031209999695420265,6.103894233703613
PUMPBTCUSDT,365,2025-09-01,2026-08-31,0.949101,0.61143225,0.012230000458657742,8.565926551818848
NTRNUSDT,365,2025-09-01,2026-08-31,0.94384725,0.0,0.0052200001664459705,4.356921195983887
MTLUSDT,365,2025-09-01,2026-08-31,0.9435888125,0.6403843125,0.2387000024318695,4.3669753074646
SLPUSDT,365,2025-09-01,2026-08-31,0.934794,0.580116625,0.0006142000202089548,6.114560127258301
MLNUSDT,365,2025-09-01,2026-08-31,0.9311278125,0.0,2.2720000743865967,4.275190353393555
CVCUSDT,365,2025-09-01,2026-08-31,0.9281000625,0.560604125,0.019610000774264336,4.72813081741333
COSUSDT,365,2025-09-01,2026-08-31,0.90919475,0.3898388125,0.00048499999684281647,4.67533016204834
ONDSUSDT,90,2026-06-03,2026-08-31,0.901908625,0.26184355078125,7.676000118255615,6.772644996643066
FWDIUSDT,54,2026-07-09,2026-08-31,0.894715875,0.363906546875,6.452000141143799,8.050131797790527
HOOKUSDT,365,2025-09-01,2026-08-31,0.8923501875,0.0,0.013199999928474426,4.547833442687988
RDNTUSDT,365,2025-09-01,2026-08-31,0.8791133125,0.0,0.005898999981582165,3.7555527687072754
BOBUSDT,284,2025-11-21,2026-08-31,0.8754145,0.0,0.005665999837219715,5.532997131347656
AVAUSDT,365,2025-09-01,2026-08-31,0.87297175,0.626539875,0.19380000233650208,5.718208312988281
DEGOUSDT,365,2025-09-01,2026-08-31,0.8661250625,0.0,0.14659999310970306,4.697279453277588
A2ZUSDT,365,2025-09-01,2026-08-31,0.83356975,0.0,0.0011629000073298812,3.3939368724823
ETHWUSDT,365,2025-09-01,2026-08-31,0.8081356875,0.526829375,0.2635999917984009,5.951415538787842
TAIKOUSDT,365,2025-09-01,2026-08-31,0.799594125,0.5121493125,0.07353000342845917,5.049973011016846
APPUSDT,53,2026-07-10,2026-08-31,0.79011,0.42507315625,311.7699890136719,4.110136985778809
PENGUSDT,42,2026-07-21,2026-08-31,0.789403625,0.525338734375,49.22999954223633,8.338776588439941
BNTUSDT,365,2025-09-01,2026-08-31,0.77351825,0.51424703125,0.31700000166893005,4.258340835571289
TENCENTUSDT,41,2026-07-22,2026-08-31,0.7715535,0.42467115625,57.08000183105469,2.680446147918701
HPEUSDT,85,2026-06-08,2026-08-31,0.7633246875,0.4660705625,52.43000030517578,5.508554935455322
ADBEUSDT,82,2026-06-11,2026-08-31,0.741442875,0.460228640625,293.4599914550781,3.9402313232421875
EWJUSDT,166,2026-03-19,2026-08-31,0.723173875,0.381598390625,96.22000122070312,2.095015287399292
KLACUSDT,71,2026-06-22,2026-08-31,0.71272575,0.399161265625,175.66000366210938,5.285674571990967
TERUSDT,61,2026-07-02,2026-08-31,0.6816424375,0.39473621875,350.5199890136719,6.4758734703063965
1000000BOBUSDT,365,2025-09-01,2026-08-31,0.67561025,0.461316375,0.01689000055193901,7.511572360992432
B3USDT,365,2025-09-01,2026-08-31,0.673057125,0.0,0.00026050000451505184,6.164708614349365
ZKJUSDT,365,2025-09-01,2026-08-31,0.6704131875,0.0,0.01672999933362007,5.419834613800049
SYSUSDT,365,2025-09-01,2026-08-31,0.6655686875,0.0,0.004050000105053186,5.119829177856445
CTKUSDT,365,2025-09-01,2026-08-31,0.6618771875,0.44971565625,0.11249999701976776,5.584236145019531
BNCUSDT,54,2026-07-09,2026-08-31,0.642502125,0.34836459375,3.059999942779541,6.275455474853516
BSPUSDT,61,2026-07-02,2026-08-31,0.6385523125,0.34751315625,42.060001373291016,7.233034610748291
EWTUSDT,92,2026-06-01,2026-08-31,0.62286975,0.4161222109375,107.93000030517578,3.1457087993621826
BXUSDT,85,2026-06-08,2026-08-31,0.61965525,0.37942909375,143.6199951171875,3.185824394226074
DEGENUSDT,365,2025-09-01,2026-08-31,0.6181740625,0.0,0.0006712999893352389,5.28188943862915
PUFFERUSDT,365,2025-09-01,2026-08-31,0.61447975,0.0,0.027230000123381615,5.566034317016602
BRKBUSDT,106,2026-05-18,2026-08-31,0.609783875,0.3303079765625,504.5,1.4053726196289062
FIOUSDT,365,2025-09-01,2026-08-31,0.59797775,0.0,0.0026990000624209642,4.088840007781982
CSCOUSDT,109,2026-05-15,2026-08-31,0.5968943125,0.29894646875,110.79000091552734,2.7191686630249023
POPMARTUSDT,40,2026-07-23,2026-08-31,0.59323575,0.2916821328125,20.020000457763672,3.749349594116211
SNOWUSDT,53,2026-07-10,2026-08-31,0.58564925,0.30497153125,332.8699951171875,4.230092525482178
OXTUSDT,365,2025-09-01,2026-08-31,0.579992625,0.0,0.010889999568462372,3.8722569942474365
PAYPUSDT,162,2026-03-23,2026-08-31,0.558997375,0.30684171875,15.069999694824219,4.714385032653809
GEVUSDT,53,2026-07-10,2026-08-31,0.551267125,0.28522959375,899.6900024414062,3.9158968925476074
CIENUSDT,71,2026-06-22,2026-08-31,0.54520375,0.18754771875,383.5,6.121774196624756
CRMUSDT,90,2026-06-03,2026-08-31,0.540131,0.372087078125,258.1199951171875,4.12155294418335
JPMUSDT,106,2026-05-18,2026-08-31,0.51374325,0.3044416171875,355.9800109863281,1.87877357006073
OLUSDT,365,2025-09-01,2026-08-31,0.50236421875,0.0,0.0076299998909235,5.625
IRUSDT,254,2025-12-21,2026-08-31,0.50232425,0.0,0.021889999508857727,3.527740478515625
PANWUSDT,42,2026-07-21,2026-08-31,0.49163578125,0.22232353515625,382.1000061035156,4.316392421722412
ZMUSDT,83,2026-06-10,2026-08-31,0.47643940625,0.35164915625,96.9800033569336,3.667388916015625
NVOUSDT,92,2026-06-01,2026-08-31,0.47371028125,0.20422729296875,45.400001525878906,3.1052210330963135
WMTUSDT,106,2026-05-18,2026-08-31,0.46155475,0.2815431328125,104.94999694824219,2.042259931564331
WENUSDT,54,2026-07-09,2026-08-31,0.43828609375,0.19622744140625,8.319000244140625,3.5164012908935547
SMHUSDT,34,2026-07-29,2026-08-31,0.435552375,0.22549959765625,556.7999877929688,2.7537875175476074
EBAYUSDT,84,2026-06-09,2026-08-31,0.4264451875,0.2376033125,103.86000061035156,2.7396364212036133
URNMUSDT,84,2026-06-09,2026-08-31,0.4226400625,0.23115815234375,56.81999969482422,3.4983179569244385
UBERUSDT,109,2026-05-15,2026-08-31,0.417028375,0.221928078125,75.83999633789062,2.816326141357422
1000WHYUSDT,365,2025-09-01,2026-08-31,0.41015853125,0.0,3.3999999686784577e-06,3.6697275638580322
FLEXUSDT,61,2026-07-02,2026-08-31,0.39552875,0.247392375,110.11000061035156,5.073847770690918
VRTUSDT,53,2026-07-10,2026-08-31,0.384439375,0.217734921875,259.0799865722656,5.155086517333984
RIVNUSDT,83,2026-06-10,2026-08-31,0.381802,0.204466625,16.049999237060547,4.2134833335876465
DKNGUSDT,83,2026-06-10,2026-08-31,0.37024803125,0.2134289609375,24.399999618530273,3.9951059818267822
TXNUSDT,61,2026-07-02,2026-08-31,0.36758503125,0.194209,260.8999938964844,3.5044963359832764
FORTHUSDT,365,2025-09-01,2026-08-31,0.36602396875,0.0,0.4059999883174896,3.1455729007720947
HDUSDT,109,2026-05-15,2026-08-31,0.36338259375,0.193620765625,328.7699890136719,2.3645524978637695
SOFIUSDT,42,2026-07-21,2026-08-31,0.3541905625,0.16346340234375,17.969999313354492,4.100175857543945
CATUSDT,61,2026-07-02,2026-08-31,0.3541469375,0.21469615625,799.75,3.5576705932617188
TMFUSDT,36,2026-07-27,2026-08-31,0.34940896875,0.21072365625,30.84000015258789,2.90395188331604
VUSDT,106,2026-05-18,2026-08-31,0.3487290625,0.212193078125,380.1300048828125,1.9074913263320923
COSTUSDT,84,2026-06-09,2026-08-31,0.32852175,0.1651533046875,945.1500244140625,1.5610746145248413
DISUSDT,109,2026-05-15,2026-08-31,0.324788375,0.16491,107.55999755859375,2.200489044189453
TZAUSDT,47,2026-07-16,2026-08-31,0.3171169375,0.1988196484375,40.68000030517578,3.4821040630340576
IWMUSDT,85,2026-06-08,2026-08-31,0.31538646875,0.20358859375,294.1700134277344,1.4989863634109497
TTWOUSDT,61,2026-07-02,2026-08-31,0.31518603125,0.18389303125,222.1699981689453,2.797536849975586
GMEUSDT,83,2026-06-10,2026-08-31,0.28986690625,0.1503510546875,18.40999984741211,2.3756816387176514
XBIUSDT,54,2026-07-09,2026-08-31,0.267374625,0.14979773828125,162.49000549316406,2.8733837604522705
VFYUSDT,336,2025-09-30,2026-08-31,0.2669270625,0.0,0.012969999574124813,2.66341495513916
PYPLUSDT,34,2026-07-29,2026-08-31,0.2655939375,0.15292646484375,52.81999969482422,2.622684955596924
SONYUSDT,71,2026-06-22,2026-08-31,0.26331796875,0.150477796875,24.68000030517578,2.6091136932373047
XLEUSDT,83,2026-06-10,2026-08-31,0.250643640625,0.1566451171875,64.0999984741211,2.242295742034912
EWZUSDT,83,2026-06-10,2026-08-31,0.22304575,0.1608380078125,36.150001525878906,2.4905898571014404
GSUSDT,34,2026-07-29,2026-08-31,0.13162403125,0.082993390625,1028.1800537109375,1.9878979921340942
BITOUSDT,36,2026-07-27,2026-08-31,0.1068953359375,0.0636220263671875,10.619999885559082,2.4221489429473877
TBTUSDT,36,2026-07-27,2026-08-31,0.099494875,0.063680203125,38.029998779296875,2.1568350791931152
VOXELUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.021570000797510147,0.0
PONKEUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.03807000070810318,0.0
AGIXUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.7009000182151794,0.0
ZRCUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.003114999970421195,0.0
YALAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.014430000446736813,0.0
AI16ZUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.06168000027537346,0.0
HIFIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.09390000253915787,0.0
ALPACAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.190000057220459,0.0
PORT3USDT,365,2025-09-01,2026-08-31,0.0,0.0,0.011819999665021896,0.0
REEFUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0008800000068731606,0.0
RAYUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.24799999594688416,0.0
CUDISUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.020059999078512192,0.0
ORBSUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.03515699878334999,0.0
DEFIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,930.0,0.0
DARUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.14249999821186066,0.0
QUICKUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.012849999591708183,0.0
PERPUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.07810000330209732,0.0
RENUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.04800000041723251,0.0
RADUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.687399983406067,0.0
VIDTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0029299999587237835,0.0
AMBUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0011879999656230211,0.0
ALPHAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.020269999280571938,0.0
CHESSUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.018650000914931297,0.0
COMBOUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.06949999928474426,0.0
BONDUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.069000005722046,0.0
BNXUSDT,365,2025-09-01,2026-08-31,0.0,0.0,2.0,0.0
OMGUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.29100000858306885,0.0
COMMONUSDT,309,2025-10-27,2026-08-31,0.0,0.0,0.0011099999537691474,0.0
OMUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.06773000210523605,0.0
OMNIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,4.27400016784668,0.0
OBOLUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.03319999948143959,0.0
OCEANUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.7070000171661377,0.0
NEIROETHUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.008630000054836273,0.0
MYROUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.010010000318288803,0.0
SCUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.003653000108897686,0.0
BLZUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.06836000084877014,0.0
NKNUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.005539999809116125,0.0
NULSUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.031300000846385956,0.0
RLSUSDT,273,2025-12-02,2026-08-31,0.0,0.0,0.002630000002682209,0.0
RVVUSDT,318,2025-10-18,2026-08-31,0.0,0.0,0.0005070000188425183,0.0
REIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.005640000104904175,0.0
MEMEFIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0022009999956935644,0.0
MILKUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.010080000385642052,0.0
SNTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.036660000681877136,0.0
BSWUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.012199999764561653,0.0
BTCSTUSDT,303,2025-09-01,2026-06-30,0.0,0.0,319.4079895019531,0.0
SKATEUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.005030000116676092,0.0
SLERFUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.07058999687433243,0.0
DMCUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0007019999902695417,0.0
DFUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.004230000078678131,0.0
MDTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.06330999732017517,0.0
BIDUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.014069999568164349,0.0
FISUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.026809999719262123,0.0
DGBUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.019220000132918358,0.0
MKRUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1650.0999755859375,0.0
BADGERUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.8357999920845032,0.0
SXPUSDT,273,2025-09-01,2026-05-31,0.0,0.0,0.06560000032186508,0.0
SWELLUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.002520000096410513,0.0
FLMUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.008200000040233135,0.0
STRAXUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.4174000024795532,0.0
BAKEUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.024900000542402267,0.0
EPTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0016700000269338489,0.0
LOOMUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.08111999928951263,0.0
BALUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.8289999961853027,0.0
LOKAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.11322999745607376,0.0
STPTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.05305999889969826,0.0
STMXUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0038799999747425318,0.0
FXSUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.6482999920845032,0.0
FTMUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.7702000141143799,0.0
FTTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.590000033378601,0.0
TANSSIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.011380000039935112,0.0
KEYUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0025176999624818563,0.0
IDEXUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.05609999969601631,0.0
KLAYUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.12470000237226486,0.0
LINAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.000742000003810972,0.0
LEVERUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.00011249999806750566,0.0
GLMRUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.25920000672340393,0.0
GHSTUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.08340000361204147,0.0
KDAUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.02476000040769577,0.0
TROYUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.00018699999782256782,0.0
UXLINKUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.07289999723434448,0.0
UNFIUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.7300000190734863,0.0
TOKENUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.0038169999606907368,0.0
WAVESUSDT,365,2025-09-01,2026-08-31,0.0,0.0,1.3355000019073486,0.0
1000XUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.025550000369548798,0.0
42USDT,309,2025-10-27,2026-08-31,0.0,0.0,0.02979999966919422,0.0
XEMUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.033799998462200165,0.0
XCNUSDT,365,2025-09-01,2026-08-31,0.0,0.0,0.00494999997317791,0.0
